tconst	ordering	nconst	category	job	characters
tt0056058	2	nm0410968	actor	\N	"[""Motome Chijiiwa""]"
tt0056058	3	nm0412615	actress	\N	"[""Miho Tsugumo""]"
tt0056058	4	nm0848533	actor	\N	"[""Hikokuro Omodaka""]"
tt0056058	5	nm0462030	director	\N	\N
tt0056058	6	nm0847668	writer	"novel ""Ibun rônin ki"""	\N
tt0056058	7	nm0368074	writer	screenplay	\N
tt0056058	8	nm0396106	producer	producer	\N
tt0056058	9	nm0006316	composer	\N	\N
tt0076759	10	nm0156816	editor	film editor	\N
tt0076759	1	nm0000434	actor	\N	"[""Luke Skywalker""]"
tt0076759	2	nm0000148	actor	\N	"[""Han Solo""]"
tt0076759	3	nm0000402	actress	\N	"[""Princess Leia Organa""]"
tt0076759	4	nm0000027	actor	\N	"[""Ben Obi-Wan Kenobi""]"
tt0076759	5	nm0000184	director	\N	\N
tt0076759	6	nm0476030	producer	producer	\N
tt0076759	7	nm0564768	producer	producer	\N
tt0076759	8	nm0002354	composer	\N	\N
tt0076759	9	nm0852405	cinematographer	director of photography	\N
tt0102926	10	nm0882588	producer	producer	\N
tt0102926	1	nm0000149	actress	\N	"[""Clarice Starling""]"
tt0102926	2	nm0000164	actor	\N	"[""Dr. Hannibal Lecter""]"
tt0102926	3	nm0095029	actor	\N	"[""FBI Instructor""]"
tt0102926	4	nm0501435	actress	\N	"[""Ardelia Mapp""]"
tt0102926	5	nm0001129	director	\N	\N
tt0102926	6	nm0365383	writer	based on the novel by	\N
tt0102926	7	nm0848217	writer	screenplay by	\N
tt0102926	8	nm0102508	producer	producer	\N
tt0102926	9	nm0768324	producer	producer	\N
tt0103064	10	nm0233827	editor	\N	\N
tt0103064	1	nm0000216	actor	\N	"[""The Terminator""]"
tt0103064	2	nm0000157	actress	\N	"[""Sarah Connor""]"
tt0103064	3	nm0000411	actor	\N	"[""John Connor""]"
tt0103064	4	nm0001598	actor	\N	"[""T-1000""]"
tt0103064	5	nm0000116	director	\N	\N
tt0103064	6	nm0936537	writer	written by	\N
tt0103064	7	nm0006075	composer	\N	\N
tt0103064	8	nm0004229	cinematographer	director of photography	\N
tt0103064	9	nm0119322	editor	\N	\N
tt0114369	10	nm0290358	editor	\N	\N
tt0114369	1	nm0000151	actor	\N	"[""Somerset""]"
tt0114369	2	nm0000093	actor	\N	"[""Mills""]"
tt0114369	3	nm0000228	actor	\N	"[""John Doe""]"
tt0114369	4	nm0001825	actor	\N	"[""Dead Man at 1st Crime Scene""]"
tt0114369	5	nm0000399	director	\N	\N
tt0114369	6	nm0138287	producer	producer	\N
tt0114369	7	nm0465745	producer	producer	\N
tt0114369	8	nm0006290	composer	\N	\N
tt0114369	9	nm0451787	cinematographer	director of photography	\N
tt0118799	10	nm0005686	cinematographer	director of photography	\N
tt0118799	1	nm0000905	actor	\N	"[""Guido""]"
tt0118799	2	nm0000971	actress	\N	"[""Dora""]"
tt0118799	3	nm0134493	actor	\N	"[""Giosué""]"
tt0118799	4	nm0243842	actor	\N	"[""Zio""]"
tt0118799	5	nm0148437	writer	story by	\N
tt0118799	6	nm0105346	producer	producer	\N
tt0118799	7	nm0001897	producer	producer	\N
tt0118799	8	nm0274754	producer	producer	\N
tt0118799	9	nm0003607	composer	\N	\N
tt0120689	10	nm0290358	editor	\N	\N
tt0120689	1	nm0000158	actor	\N	"[""Paul Edgecomb""]"
tt0120689	2	nm0003817	actor	\N	"[""John Coffey""]"
tt0120689	3	nm0001556	actor	\N	"[""Brutus 'Brutal' Howell""]"
tt0120689	4	nm0001372	actress	\N	"[""Jan Edgecomb""]"
tt0120689	5	nm0001104	director	\N	\N
tt0120689	6	nm0000175	writer	novel	\N
tt0120689	7	nm0883603	producer	producer	\N
tt0120689	8	nm0002353	composer	\N	\N
tt0120689	9	nm0005897	cinematographer	director of photography	\N
tt0120815	10	nm0002354	composer	\N	\N
tt0120815	1	nm0000158	actor	\N	"[""Captain Miller""]"
tt0120815	2	nm0000354	actor	\N	"[""Private Ryan""]"
tt0120815	3	nm0001744	actor	\N	"[""Sergeant Horvath""]"
tt0120815	4	nm0122653	actor	\N	"[""Private Reiben""]"
tt0120815	5	nm0000229	director	\N	\N
tt0120815	6	nm0734441	writer	written by	\N
tt0120815	7	nm0117290	producer	producer	\N
tt0120815	8	nm0330428	producer	producer	\N
tt0120815	9	nm0506013	producer	producer	\N
tt0245429	10	nm0645777	cinematographer	\N	\N
tt0245429	1	nm0153738	actress	\N	"[""Chihiro""]"
tt0245429	2	nm0687189	actress	\N	"[""Yubaba"",""Zeniba""]"
tt0245429	3	nm0997115	actor	\N	"[""Haku""]"
tt0245429	4	nm0383708	actress	\N	"[""Chihiro Ogino"",""Sen""]"
tt0245429	5	nm0594503	director	\N	\N
tt0245429	6	nm0259689	producer	producer	\N
tt0245429	7	nm0005124	producer	producer	\N
tt0245429	8	nm0840699	producer	producer	\N
tt0245429	9	nm0386749	composer	\N	\N
tt0317248	10	nm0708723	producer	producer	\N
tt0317248	1	nm1179105	actor	\N	"[""Buscapé - Rocket""]"
tt0317248	2	nm1129884	actor	\N	"[""Zé Pequeno - Li'l Zé""]"
tt0317248	3	nm0618690	actor	\N	"[""Sandro Cenoura - Carrot""]"
tt0317248	4	nm1249574	actor	\N	"[""Bené - Benny""]"
tt0317248	5	nm0576987	director	\N	\N
tt0317248	6	nm0526199	director	co-director	\N
tt0317248	7	nm0513130	writer	novel	\N
tt0317248	8	nm1130251	writer	screenplay	\N
tt0317248	9	nm0053070	producer	producer	\N
tt0816692	10	nm0887227	cinematographer	director of photography	\N
tt0816692	1	nm0000190	actor	\N	"[""Cooper""]"
tt0816692	2	nm0004266	actress	\N	"[""Brand""]"
tt0816692	3	nm1567113	actress	\N	"[""Murph""]"
tt0816692	4	nm3237775	actress	\N	"[""Murph (10 Yrs.)""]"
tt0816692	5	nm0634240	director	\N	\N
tt0816692	6	nm0634300	writer	written by	\N
tt0816692	7	nm0643553	producer	producer	\N
tt0816692	8	nm0858799	producer	producer	\N
tt0816692	9	nm0001877	composer	\N	\N
tt0073486	10	nm0000140	producer	producer	\N
tt0073486	1	nm0000197	actor	\N	"[""R.P. McMurphy""]"
tt0073486	2	nm0001221	actress	\N	"[""Nurse Ratched""]"
tt0073486	3	nm0077720	actor	\N	"[""Ellis""]"
tt0073486	4	nm0110480	actor	\N	"[""Col. Matterson""]"
tt0073486	5	nm0001232	director	\N	\N
tt0073486	6	nm0369142	writer	screenplay	\N
tt0073486	7	nm0325743	writer	screenplay	\N
tt0073486	8	nm0450181	writer	based on the novel by	\N
tt0073486	9	nm0913670	writer	"the play version: ""One Flew Over the Cuckoo's Nest"" by"	\N
tt0080684	10	nm0564768	producer	producer	\N
tt0080684	1	nm0000434	actor	\N	"[""Luke Skywalker""]"
tt0080684	2	nm0000148	actor	\N	"[""Han Solo""]"
tt0080684	3	nm0000402	actress	\N	"[""Princess Leia""]"
tt0080684	4	nm0001850	actor	\N	"[""Lando Calrissian""]"
tt0080684	5	nm0449984	director	\N	\N
tt0080684	6	nm0102824	writer	screenplay by	\N
tt0080684	7	nm0001410	writer	screenplay by	\N
tt0080684	8	nm0000184	writer	story by	\N
tt0080684	9	nm0476030	producer	producer	\N
tt0099685	10	nm0774817	editor	film editor	\N
tt0099685	1	nm0000134	actor	\N	"[""James Conway""]"
tt0099685	2	nm0000501	actor	\N	"[""Henry Hill""]"
tt0099685	3	nm0000582	actor	\N	"[""Tommy DeVito""]"
tt0099685	4	nm0000966	actress	\N	"[""Karen Hill""]"
tt0099685	5	nm0000217	director	\N	\N
tt0099685	6	nm0683380	writer	"book ""Wiseguy"""	\N
tt0099685	7	nm0005563	producer	producer	\N
tt0099685	8	nm0000841	cinematographer	director of photography	\N
tt0099685	9	nm0477158	editor	film editor	\N
tt0133093	10	nm0821205	editor	\N	\N
tt0133093	1	nm0000206	actor	\N	"[""Neo""]"
tt0133093	2	nm0000401	actor	\N	"[""Morpheus""]"
tt0133093	3	nm0005251	actress	\N	"[""Trinity""]"
tt0133093	4	nm0915989	actor	\N	"[""Agent Smith""]"
tt0133093	5	nm0905154	director	\N	\N
tt0133093	6	nm0905152	director	\N	\N
tt0133093	7	nm0005428	producer	producer	\N
tt0133093	8	nm0204485	composer	\N	\N
tt0133093	9	nm0691084	cinematographer	director of photography	\N
tt0060196	10	nm0001553	composer	\N	\N
tt0060196	1	nm0000142	actor	\N	"[""Blondie""]"
tt0060196	2	nm0908919	actor	\N	"[""Tuco""]"
tt0060196	3	nm0001812	actor	\N	"[""Sentenza"",""Angel Eyes""]"
tt0060196	4	nm0321294	actor	\N	"[""Alcoholic Union Captain""]"
tt0060196	5	nm0001466	director	\N	\N
tt0060196	6	nm0898812	writer	story	\N
tt0060196	7	nm0408488	writer	screenplay	\N
tt0060196	8	nm0769249	writer	screenplay	\N
tt0060196	9	nm0342090	producer	producer	\N
tt0109830	10	nm0005494	producer	producer	\N
tt0109830	1	nm0000158	actor	\N	"[""Forrest Gump""]"
tt0109830	2	nm0000705	actress	\N	"[""Jenny Curran""]"
tt0109830	3	nm0000641	actor	\N	"[""Lieutenant Dan Taylor""]"
tt0109830	4	nm0000398	actress	\N	"[""Mrs. Gump""]"
tt0109830	5	nm0000709	director	\N	\N
tt0109830	6	nm0343165	writer	novel	\N
tt0109830	7	nm0744839	writer	screenplay	\N
tt0109830	8	nm0277704	producer	producer	\N
tt0109830	9	nm0823330	producer	producer	\N
tt0120737	10	nm0761744	producer	producer	\N
tt0120737	1	nm0000704	actor	\N	"[""Frodo""]"
tt0120737	2	nm0005212	actor	\N	"[""Gandalf""]"
tt0120737	3	nm0089217	actor	\N	"[""Legolas""]"
tt0120737	4	nm0000293	actor	\N	"[""Boromir""]"
tt0120737	5	nm0001392	director	\N	\N
tt0120737	6	nm0866058	writer	"novel ""The Fellowship of the Ring"""	\N
tt0120737	7	nm0909638	writer	screenplay	\N
tt0120737	8	nm0101991	writer	screenplay	\N
tt0120737	9	nm0651614	producer	producer	\N
tt0137523	10	nm0513165	producer	producer	\N
tt0137523	1	nm0000093	actor	\N	"[""Tyler Durden""]"
tt0137523	2	nm0001570	actor	\N	"[""Narrator""]"
tt0137523	3	nm0001533	actor	\N	"[""Robert Paulsen""]"
tt0137523	4	nm0340260	actor	\N	"[""Richard Chesler (Regional Manager)""]"
tt0137523	5	nm0000399	director	\N	\N
tt0137523	6	nm0657333	writer	based on the novel by	\N
tt0137523	7	nm0880243	writer	screenplay by	\N
tt0137523	8	nm0068501	producer	producer	\N
tt0137523	9	nm0149556	producer	producer	\N
tt0167261	10	nm8662749	producer	producer	\N
tt0167261	1	nm0000704	actor	\N	"[""Frodo""]"
tt0167261	2	nm0005212	actor	\N	"[""Gandalf""]"
tt0167261	3	nm0001557	actor	\N	"[""Aragorn""]"
tt0167261	4	nm0089217	actor	\N	"[""Legolas""]"
tt0167261	5	nm0001392	director	\N	\N
tt0167261	6	nm0866058	writer	"novel ""The Two Towers"""	\N
tt0167261	7	nm0909638	writer	screenplay	\N
tt0167261	8	nm0101991	writer	screenplay	\N
tt0167261	9	nm0801728	writer	screenplay	\N
tt1375666	10	nm0245596	production_designer	\N	\N
tt1375666	1	nm0000138	actor	\N	"[""Cobb""]"
tt1375666	2	nm0330687	actor	\N	"[""Arthur""]"
tt1375666	3	nm0680983	actor	\N	"[""Ariadne""]"
tt1375666	4	nm0913822	actor	\N	"[""Saito""]"
tt1375666	5	nm0634240	director	\N	\N
tt1375666	6	nm0858799	producer	producer	\N
tt1375666	7	nm0001877	composer	\N	\N
tt1375666	8	nm0002892	cinematographer	director of photography	\N
tt1375666	9	nm0809059	editor	\N	\N
tt0110912	10	nm0913300	production_designer	\N	\N
tt0110912	1	nm0000237	actor	\N	"[""Vincent Vega""]"
tt0110912	2	nm0000235	actress	\N	"[""Mia Wallace""]"
tt0110912	3	nm0000168	actor	\N	"[""Jules Winnfield""]"
tt0110912	4	nm0000246	actor	\N	"[""Butch Coolidge""]"
tt0110912	5	nm0000233	director	\N	\N
tt0110912	6	nm0000812	writer	stories by	\N
tt0110912	7	nm0004744	producer	producer	\N
tt0110912	8	nm0782900	cinematographer	\N	\N
tt0110912	9	nm0579673	editor	\N	\N
tt0050083	1	nm0000020	actor	\N	"[""Juror 8""]"
tt0050083	2	nm0002011	actor	\N	"[""Juror 3""]"
tt0050083	3	nm0000842	actor	\N	"[""Juror 1""]"
tt0050083	4	nm0275835	actor	\N	"[""Juror 2""]"
tt0050083	5	nm0001486	director	\N	\N
tt0050083	6	nm0741627	writer	"teleplay ""Twelve Angry Men"""	\N
tt0050083	7	nm0006132	composer	\N	\N
tt0050083	8	nm0442100	cinematographer	director of photography	\N
tt0050083	9	nm0503594	editor	\N	\N
tt0071562	10	nm0548943	editor	\N	\N
tt0071562	1	nm0000199	actor	\N	"[""Michael""]"
tt0071562	2	nm0000134	actor	\N	"[""Vito Corleone""]"
tt0071562	3	nm0000380	actor	\N	"[""Tom Hagen""]"
tt0071562	4	nm0000473	actress	\N	"[""Kay""]"
tt0071562	5	nm0000338	director	\N	\N
tt0071562	6	nm0701374	writer	screenplay by	\N
tt0071562	7	nm0000065	composer	\N	\N
tt0071562	8	nm0932336	cinematographer	director of photography	\N
tt0071562	9	nm0539794	editor	\N	\N
tt0108052	10	nm0002354	composer	\N	\N
tt0108052	1	nm0000553	actor	\N	"[""Oskar Schindler""]"
tt0108052	2	nm0000146	actor	\N	"[""Amon Goeth""]"
tt0108052	3	nm0001426	actor	\N	"[""Itzhak Stern""]"
tt0108052	4	nm0328751	actress	\N	"[""Emilie Schindler""]"
tt0108052	5	nm0000229	director	\N	\N
tt0108052	6	nm0447745	writer	book	\N
tt0108052	7	nm0001873	writer	screenplay	\N
tt0108052	8	nm0527322	producer	producer	\N
tt0108052	9	nm0596520	producer	producer	\N
tt0167260	10	nm0651614	producer	producer	\N
tt0167260	1	nm0000704	actor	\N	"[""Frodo""]"
tt0167260	2	nm0001557	actor	\N	"[""Aragorn""]"
tt0167260	3	nm0005212	actor	\N	"[""Gandalf""]"
tt0167260	4	nm0089217	actor	\N	"[""Legolas""]"
tt0167260	5	nm0001392	director	\N	\N
tt0167260	6	nm0866058	writer	"novel ""The Return of the King"""	\N
tt0167260	7	nm0909638	writer	screenplay	\N
tt0167260	8	nm0101991	writer	screenplay	\N
tt0167260	9	nm8662749	producer	producer	\N
tt0468569	10	nm0746273	producer	producer	\N
tt0468569	1	nm0000288	actor	\N	"[""Bruce Wayne"",""Batman""]"
tt0468569	2	nm0005132	actor	\N	"[""Joker""]"
tt0468569	3	nm0001173	actor	\N	"[""Harvey Dent""]"
tt0468569	4	nm0000323	actor	\N	"[""Alfred""]"
tt0468569	5	nm0634240	director	\N	\N
tt0468569	6	nm0634300	writer	screenplay	\N
tt0468569	7	nm0275286	writer	story	\N
tt0468569	8	nm0004170	writer	characters	\N
tt0468569	9	nm0650038	producer	producer	\N
tt0068646	10	nm0722000	editor	\N	\N
tt0068646	1	nm0000008	actor	\N	"[""Don Vito Corleone""]"
tt0068646	2	nm0000199	actor	\N	"[""Michael Corleone""]"
tt0068646	3	nm0001001	actor	\N	"[""Sonny Corleone""]"
tt0068646	4	nm0000473	actress	\N	"[""Kay Adams""]"
tt0068646	5	nm0000338	director	\N	\N
tt0068646	6	nm0701374	writer	screenplay by	\N
tt0068646	7	nm0748665	producer	producer	\N
tt0068646	8	nm0000065	composer	\N	\N
tt0068646	9	nm0932336	cinematographer	director of photography	\N
tt0111161	10	nm0290358	editor	\N	\N
tt0111161	1	nm0000209	actor	\N	"[""Andy Dufresne""]"
tt0111161	2	nm0000151	actor	\N	"[""Ellis Boyd 'Red' Redding""]"
tt0111161	3	nm0348409	actor	\N	"[""Warden Norton""]"
tt0111161	4	nm0006669	actor	\N	"[""Heywood""]"
tt0111161	5	nm0001104	director	\N	\N
tt0111161	6	nm0000175	writer	"based on the short novel ""Rita Hayworth and the Shawshank Redemption"" by"	\N
tt0111161	7	nm0555550	producer	producer	\N
tt0111161	8	nm0002353	composer	\N	\N
tt0111161	9	nm0005683	cinematographer	director of photography	\N
