nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm0004937	Jamie Foxx	1967	\N	actor,producer,writer	tt0443489,tt1853728,tt0350258,tt0369339
nm0711235	Fred Raskin	1973	\N	editor,editorial_department,producer	tt2015381,tt1596343,tt1853728,tt7131622
nm1098479	Justin Marks	\N	\N	writer,producer,miscellaneous	tt1745960,tt1695846,tt3040964,tt4643084
nm0185976	Peter Craig	1969	\N	writer,producer,director	tt1877830,tt0840361,tt1745960,tt1502397
nm0258390	Jack Epps Jr.	1949	\N	writer,camera_department,producer	tt0092099,tt0099422,tt0118615,tt0366174
nm0143596	Jim Cash	1941	2000	writer	tt0099422,tt0118615,tt0366174,tt0092099
nm2676052	Joseph Kosinski	1974	\N	director,writer,producer	tt1483013,tt1745960,tt3829920,tt1104001
nm0000174	Val Kilmer	1959	\N	actor,soundtrack,producer	tt0101761,tt0373469,tt0120053,tt0235737
nm0000124	Jennifer Connelly	1970	\N	actress	tt0102803,tt0180093,tt0268978,tt0315983
nm0000129	Tom Cruise	1962	\N	actor,producer,soundtrack	tt0116695,tt0117060,tt0325710,tt0092099
nm0472567	Ehren Kruger	1972	\N	writer,producer,script_department	tt1745960,tt3861390,tt0298130,tt0137363
nm0362766	Tom Hardy	1977	\N	actor,producer,writer	tt1345836,tt2692904,tt1375666,tt1392190
nm0596240	Shantanu Moitra	\N	\N	composer,soundtrack,music_department	tt10280296,tt1187043,tt2338151,tt2855648
nm2746459	Chetan Bhagat	1974	\N	writer,producer	tt2372678,tt1187043,tt2213054,tt2372222
nm0006765	Vidhu Vinod Chopra	1952	\N	writer,producer,director	tt0374887,tt2338151,tt1187043,tt0456144
nm0430785	Abhijat Joshi	\N	\N	writer,actor,composer	tt1187043,tt2338151,tt6452574,tt0456144
nm0386246	Rajkumar Hirani	1962	\N	writer,editor,producer	tt0374887,tt2338151,tt1187043,tt6452574
nm0430817	Sharman Joshi	1979	\N	actor,soundtrack	tt0405508,tt0495034,tt1187043,tt0800956
nm1587175	Mona Singh	1981	\N	actress,producer	tt10028196,tt8595766,tt1187043,tt0401949
nm0534856	Madhavan	1970	\N	actor,writer,producer	tt1187043,tt6466208,tt6148156,tt5310090
nm0451148	Aamir Khan	1965	\N	actor,producer,soundtrack	tt0169102,tt0986264,tt1187043,tt5074352
nm3760517	Atul Raninga	\N	\N	composer,music_department	tt6452574,tt1558578,tt1830786,tt1187043
nm0606640	Jim Morris	\N	\N	visual_effects,miscellaneous,producer	tt0120201,tt0401729,tt0107290,tt0910970
nm0714114	Jim Reardon	\N	\N	director,animation_department,writer	tt1772341,tt0096697,tt2948356,tt0910970
nm0230032	Pete Docter	1968	\N	producer,writer,director	tt1049413,tt2096673,tt2948372,tt0910970
nm0004056	Andrew Stanton	1965	\N	writer,actor,producer	tt0266543,tt2277860,tt0120623,tt0910970
nm0929609	Fred Willard	1933	2020	actor,writer,soundtrack	tt0310281,tt0218839,tt0357413,tt0366551
nm0307531	Jeff Garlin	1962	\N	actor,producer,director	tt1038919,tt1862079,tt0910970,tt0264235
nm2264184	Elissa Knight	1975	\N	actress,miscellaneous	tt0910970,tt1049413,tt2096673,tt0317219
nm0123785	Ben Burtt	1948	\N	sound_department,editor,miscellaneous	tt0076759,tt0910970,tt1650062,tt0120915
nm0742276	Martin Rosenberg	\N	\N	visual_effects,cinematographer,director	tt0121765,tt0117731,tt0120201,tt0119654
nm0001189	Gabriel Yared	1949	\N	composer,music_department,soundtrack	tt0159365,tt0116209,tt0120632,tt0134119
nm1098869	Stéphane Moucha	\N	\N	composer,music_department,soundtrack	tt2816290,tt1288376,tt0405094,tt0174480
nm0927270	Max Wiedemann	1977	\N	producer,miscellaneous,executive	tt0405094,tt3042408,tt5500148,tt6905756
nm0073875	Quirin Berg	1978	\N	producer,executive,actor	tt5500148,tt0405094,tt3042408,tt6905756
nm0003697	Florian Henckel von Donnersmarck	1973	\N	director,writer,producer	tt0233589,tt1243957,tt5311542,tt0405094
nm0876300	Ulrich Tukur	1957	\N	actor,soundtrack,writer	tt1149362,tt0307479,tt0280653,tt0405094
nm0462407	Sebastian Koch	1962	\N	actor,soundtrack	tt1606378,tt0405094,tt5311542,tt3682448
nm0311476	Martina Gedeck	1961	\N	actress,soundtrack	tt0405094,tt0765432,tt0343737,tt0246772
nm0618057	Ulrich Mühe	1953	2007	actor,director	tt0157232,tt0405094,tt0119167,tt0105328
nm0091686	Hagen Bogdanski	1965	\N	cinematographer,camera_department,director	tt0795351,tt2101473,tt0405094,tt1321860
nm1369364	Jo-yun Hwang	\N	\N	writer	tt6927152,tt5729348,tt2290840,tt0364569
nm1367409	Joon-hyung Lim	\N	\N	writer	tt0364569,tt11285908
nm2057405	Nobuaki Minegishi	\N	\N	writer	tt0364569
nm1628380	Garon Tsuchiya	\N	\N	writer	tt0364569,tt3438006,tt0122880,tt7246942
nm0661791	Park Chan-wook	1963	\N	producer,director,writer	tt4016934,tt0762073,tt0260991,tt0364569
nm1366028	Kim Byeong-Ok	1960	\N	actor	tt2625030,tt0451094,tt0364569,tt8574252
nm1367246	Kang Hye-jeong	1982	\N	actress	tt0364569,tt0464762,tt0293442,tt0475783
nm0949167	Yoo Ji-tae	1976	\N	actor,director,writer	tt4003440,tt0364569,tt2473884,tt0270919
nm0158856	Choi Min-sik	1962	\N	actor	tt2872732,tt0289181,tt0364569,tt1588170
nm0997224	Dong-Joo Kim	\N	\N	producer,writer,executive	tt0364569,tt6969768,tt0245837,tt7010670
nm0865297	Suzanne Todd	1965	\N	producer,miscellaneous,executive	tt0209144,tt0445922,tt0181984,tt0102070
nm0865189	Jennifer Todd	1969	\N	producer,miscellaneous	tt0181984,tt4196776,tt0209144,tt0445922
nm0095478	Mark Boone Junior	1955	\N	actor,soundtrack,producer	tt0209144,tt0372784,tt0322259,tt0389722
nm0001592	Joe Pantoliano	1951	\N	actor,producer,writer	tt0133093,tt0115736,tt0112442,tt0209144
nm0001602	Guy Pearce	1967	\N	actor,soundtrack,director	tt0119488,tt2345737,tt0887912,tt0209144
nm0423134	Dan Jinks	\N	\N	producer,actor,miscellaneous	tt0169547,tt0319061,tt0925266,tt1013753
nm0169260	Bruce Cohen	\N	\N	producer,assistant_director,actor	tt0319061,tt0169547,tt1045658,tt1013753
nm0050332	Alan Ball	1957	\N	producer,writer,miscellaneous	tt0248654,tt11327514,tt0169547,tt0844441
nm0005222	Sam Mendes	1965	\N	producer,director,miscellaneous	tt0257044,tt1074638,tt0959337,tt8579674
nm0004747	Wes Bentley	1978	\N	actor,producer,soundtrack	tt1392170,tt0804516,tt0816692,tt0169547
nm0000301	Thora Birch	1982	\N	actress,director,producer	tt0105112,tt0107120,tt0162346,tt0169547
nm0000906	Annette Bening	1958	\N	actress,soundtrack,executive	tt0842926,tt4385888,tt0099703,tt0169547
nm0005734	Conrad L. Hall	1926	2003	cinematographer,camera_department,writer	tt0169547,tt0257044,tt0064115,tt0096244
nm0301274	Neil Gaiman	1960	\N	writer,producer,miscellaneous	tt1869454,tt0486655,tt0442933,tt0119698
nm0001082	Billy Crudup	1968	\N	actor,soundtrack	tt0181875,tt0319061,tt0343737,tt0409459
nm0849100	Yûko Tanaka	1955	\N	actress,make_up_department,soundtrack	tt0128039,tt0478706,tt0082313,tt0455121
nm0410942	Yuriko Ishida	1969	\N	actress	tt1798188,tt0119698,tt0110008,tt4882964
nm0559444	Yôji Matsuda	1967	\N	actor	tt0119698,tt0087544,tt0808506,tt1137351
nm0001799	John Toll	1952	\N	cinematographer,camera_department,producer	tt0120863,tt0325710,tt0112573,tt0110322
nm0000035	James Horner	1953	2015	music_department,soundtrack,composer	tt0090633,tt0120746,tt0499549,tt0120338
nm0480440	Alan Ladd Jr.	1937	2022	miscellaneous,producer,executive	tt0452623,tt0120744,tt0112573,tt0096446
nm0202704	Bruce Davey	\N	\N	producer,actor,music_department	tt0335345,tt0465580,tt2119532,tt0112573
nm0908824	Randall Wallace	1949	\N	writer,producer,director	tt0112573,tt0213149,tt0277434,tt1028576
nm0005171	Angus Macfadyen	1963	\N	actor,writer,director	tt0489270,tt0112573,tt0238380,tt1389137
nm0001526	Patrick McGoohan	1928	2009	actor,producer,director	tt0061287,tt1466074,tt0112573,tt0117913
nm0000521	Sophie Marceau	1966	\N	actress,director,writer	tt0112573,tt0143145,tt1194616,tt0082100
nm0000154	Mel Gibson	1956	\N	producer,actor,director	tt0104714,tt0112573,tt0118883,tt0117438
nm0742475	Steven Rosenblum	\N	\N	editor,editorial_department,director	tt0325710,tt0112573,tt0097441,tt0450259
nm0069483	Valeriya Belova	\N	\N	editor	tt0110883,tt0091251,tt0076727,tt0084873
nm0734870	Aleksey Rodionov	1947	\N	cinematographer,camera_department	tt0091251,tt0459748,tt5814592,tt1101026
nm0945897	Oleg Yanchenko	1939	2002	composer,actor	tt0211622,tt4822978,tt4854072,tt0091251
nm0010696	Ales Adamovich	1927	1994	writer	tt5088274,tt0091251,tt0332820,tt0899242
nm0459552	Elem Klimov	1933	2003	director,actor,writer	tt0081991,tt0058022,tt0091251,tt0155028
nm0046575	Vladas Bagdonas	1949	\N	actor	tt0165904,tt3105350,tt2287699,tt0091251
nm0490708	Liubomiras Laucevicius	1950	\N	actor	tt0303274,tt0283763,tt0091251,tt7475974
nm0592500	Olga Mironova	\N	\N	actress	tt0091251
nm0470385	Aleksey Kravchenko	1969	\N	actor	tt0261226,tt0417397,tt0091251,tt0457074
nm0678202	Viktor Petrov	1947	2014	production_designer,art_director	tt0124207,tt0091251,tt2182001,tt2321517
nm0001343	Carrie Henn	1976	\N	actress	tt4885144,tt0297720,tt10533976,tt0090605
nm0000299	Michael Biehn	1956	\N	actor,producer,director	tt1077258,tt0096754,tt0088247,tt0090605
nm0005036	Gale Anne Hurd	1955	\N	producer,writer,miscellaneous	tt0090605,tt0120591,tt1340138,tt0088247
nm0005816	Miroslav Ondrícek	1934	2015	cinematographer,camera_department	tt0086879,tt0079261,tt0104694,tt0084917
nm0951763	Saul Zaentz	1921	2014	producer,sound_department,miscellaneous	tt0073486,tt0086879,tt0091557,tt0116209
nm0537004	Zdenek Mahler	1928	2018	writer,actor,miscellaneous	tt0090253,tt0173279,tt1754123,tt0086879
nm0787323	Peter Shaffer	1926	2016	writer,music_department,miscellaneous	tt0069131,tt0086879,tt0118401,tt0075995
nm0234541	Roy Dotrice	1923	2017	actor,writer	tt0086879,tt0411477,tt0104040,tt0092319
nm0000931	Elizabeth Berridge	1962	\N	actress	tt0082427,tt0317648,tt0106039,tt0086879
nm0001371	Tom Hulce	1953	\N	actor,soundtrack,producer	tt0077975,tt0086879,tt0116583,tt0098067
nm0000719	F. Murray Abraham	1939	\N	actor,soundtrack	tt2042568,tt2278388,tt0086879,tt0113819
nm0151434	Michael Chandler	\N	\N	editor,writer,director	tt2452352,tt0086879,tt0206758,tt1006905
nm0550881	Frank Marshall	1946	\N	producer,miscellaneous,director	tt0082971,tt0286106,tt0421715,tt0112715
nm0442241	Philip Kaufman	1936	\N	writer,director,producer	tt0096332,tt0077745,tt0086197,tt0082971
nm0722636	John Rhys-Davies	1944	\N	actor,producer,writer	tt0120737,tt0167260,tt0082971,tt0167261
nm0293550	Paul Freeman	1943	\N	actor	tt0425112,tt0096454,tt0113820,tt0082971
nm0000261	Karen Allen	1951	\N	actress,director,soundtrack	tt0082971,tt0077975,tt0088172,tt0367882
nm0006041	Klaus Doldinger	1936	\N	composer,music_department,soundtrack	tt0088323,tt0082096,tt0496806,tt0071459
nm0737582	Günter Rohrbach	1928	\N	producer,writer,director	tt0088323,tt0105328,tt0082096,tt0108211
nm0007156	Ortwin Freyermuth	\N	\N	miscellaneous,producer,legal	tt0331811,tt0106519,tt0082096,tt1272878
nm0118164	Lothar G. Buchheim	1918	2007	writer,actor,director	tt0099511,tt0082096,tt5830254,tt0081834
nm0000583	Wolfgang Petersen	1941	2022	director,writer,producer	tt0114069,tt0089092,tt0118571,tt0082096
nm0071059	Hubertus Bengsch	1952	\N	actor	tt0081834,tt0082096,tt0092389,tt0086564
nm0921044	Klaus Wennemann	1940	2000	actor	tt0081834,tt0082096,tt0088517,tt0144050
nm0344963	Herbert Grönemeyer	1956	\N	actor,composer,soundtrack	tt0421082,tt1440728,tt0082096,tt1972571
nm0001638	Jürgen Prochnow	1941	\N	actor,producer,soundtrack	tt0116209,tt0082096,tt0113492,tt0087182
nm0005911	Jost Vacano	1934	\N	cinematographer,camera_department	tt0093870,tt0082096,tt0120201,tt0164052
nm0253844	Rachel Elkind	1939	\N	soundtrack,composer,music_department	tt0365830,tt1677720,tt1356763,tt0081505
nm0137793	Wendy Carlos	1939	\N	soundtrack,music_department,composer	tt0081505,tt0066921,tt1677720,tt0084827
nm0424956	Diane Johnson	1934	\N	writer	tt0306734,tt7345008,tt0081505,tt2552826
nm0000040	Stanley Kubrick	1928	1999	writer,director,producer	tt0066921,tt0072684,tt0120663,tt0062622
nm0001079	Scatman Crothers	1910	1986	actor,soundtrack	tt0086491,tt0073486,tt0081505,tt0065421
nm0515950	Danny Lloyd	1972	\N	actor	tt0084908,tt0199184,tt0081505,tt5606664
nm0001167	Shelley Duvall	1949	\N	producer,actress,writer	tt0075612,tt0081505,tt0075686,tt0081353
nm0005633	John Alcott	1930	1986	camera_department,cinematographer	tt0093640,tt0072684,tt0066921,tt0062622
nm0402805	Evan Hunter	1926	2005	writer,soundtrack,miscellaneous	tt0078585,tt0056869,tt0057565,tt1466074
nm0386750	Eijirô Hisaita	1898	1976	writer	tt0038810,tt0057565,tt0054460,tt0038201
nm0452878	Ryûzô Kikushima	1914	1989	writer,producer	tt0051808,tt0055630,tt0057565,tt0056443
nm0434593	Kyôko Kagawa	1931	\N	actress	tt0046438,tt0107474,tt0057565,tt0055198
nm0755403	Yutaka Sada	1911	2017	actor	tt0057565,tt0056443,tt0055630,tt0051808
nm0849083	Tomoyuki Tanaka	1910	1997	producer,writer,soundtrack	tt0057565,tt0080979,tt0055630,tt0047034
nm0006145	Laurie Johnson	1927	\N	music_department,composer,soundtrack	tt0054518,tt0057012,tt0357413,tt0164295
nm0313570	Peter George	1924	1966	writer	tt0057012
nm0816143	Terry Southern	1924	1995	writer,actor,producer	tt0059037,tt0057012,tt0062711,tt0064276
nm0943978	Keenan Wynn	1916	1986	actor,soundtrack,stunts	tt0057012,tt0084237,tt0039853,tt0042200
nm0001330	Sterling Hayden	1916	1986	actor,writer,soundtrack	tt0068646,tt0049406,tt0057012,tt0070334
nm0001715	George C. Scott	1927	1999	actor,director,producer	tt0054997,tt0080516,tt0066206,tt0099528
nm0000634	Peter Sellers	1925	1980	actor,soundtrack,writer	tt0078841,tt0075066,tt0072081,tt0057012
nm0367431	Anthony Harvey	1930	2017	editor,director,editorial_department	tt0063227,tt0056193,tt0060358,tt0057012
nm0394967	Arthur Hornblow Jr.	1893	1976	producer,miscellaneous	tt0048445,tt0042208,tt0036855,tt0051201
nm0546140	Lawrence B. Marcus	1917	2001	writer,miscellaneous	tt0053534,tt0051201,tt0081568,tt0052442
nm0475823	Harry Kurnitz	1908	1968	writer,producer,costume_designer	tt0060522,tt0056059,tt0051201,tt0058586
nm0002005	Agatha Christie	1890	1976	writer,camera_department	tt0051201,tt3402236,tt1349600,tt7657566
nm0000697	Billy Wilder	1906	2002	writer,director,producer	tt0043014,tt0053604,tt0053291,tt0047437
nm0006471	Elsa Lanchester	1902	1986	actress,soundtrack	tt0026138,tt0074937,tt0051201,tt0058331
nm0001452	Charles Laughton	1899	1962	actor,soundtrack,writer	tt0051201,tt0024473,tt0026752,tt0054331
nm0000017	Marlene Dietrich	1901	1992	soundtrack,actress,music_department	tt0055031,tt0051201,tt0021156,tt0052311
nm0000061	Tyrone Power	1914	1958	actor,soundtrack,producer	tt0034405,tt0042256,tt0051201,tt0043959
nm0540338	Matty Malneck	1903	1981	soundtrack,actor,music_department	tt2229499,tt0051201,tt0053291,tt0413300
nm0364805	James B. Harris	1928	\N	producer,writer,director	tt0056193,tt0049406,tt0387877,tt0050825
nm0167767	Humphrey Cobb	1899	1944	writer	tt0029511,tt0050825,tt1092566
nm0860292	Jim Thompson	1906	1977	writer,actor	tt0068638,tt0099703,tt0049406,tt0050825
nm0932229	Calder Willingham	1922	1995	writer	tt0102753,tt0065988,tt0050825,tt0061722
nm0534317	George Macready	1899	1973	actor	tt0059243,tt0050825,tt0038559,tt0066473
nm0579663	Adolphe Menjou	1890	1963	actor,soundtrack,producer	tt0021890,tt0050825,tt0029604,tt0029606
nm0576127	Ralph Meeker	1920	1988	actor,soundtrack,producer	tt0050825,tt0044953,tt0061578,tt0048261
nm0000018	Kirk Douglas	1916	2020	actor,producer,soundtrack	tt0080736,tt0054331,tt0049456,tt0043338
nm0006086	Gerald Fried	1928	\N	composer,music_department,soundtrack	tt0070723,tt0115798,tt0049406,tt1408101
nm0005870	John F. Seitz	1892	1979	cinematographer	tt0034240,tt0037884,tt0043014,tt0036775
nm0551261	D.M. Marshman Jr.	1922	2015	writer	tt0046405,tt0046288,tt0043014,tt0042123
nm0102818	Charles Brackett	1892	1969	writer,producer	tt0037884,tt0052948,tt0043014,tt0049408
nm0647970	Nancy Olson	1928	\N	actress,soundtrack	tt0054195,tt0046333,tt0043014,tt0071110
nm0002233	Erich von Stroheim	1885	1957	actor,writer,director	tt0009937,tt0043014,tt0028950,tt0019558
nm0841797	Gloria Swanson	1899	1983	actress,soundtrack,producer	tt0020514,tt0022000,tt0019344,tt0043014
nm0000034	William Holden	1918	1981	actor,soundtrack	tt0074958,tt0047437,tt0046359,tt0043014
nm0772834	Arthur P. Schmidt	1912	1965	editor,producer,editorial_department	tt0053291,tt0043014,tt0047437,tt0043338
nm0317970	Billy Gilbert	1894	1971	actor,soundtrack,director	tt0029923,tt0039404,tt0032599,tt0032553
nm0199787	Henry Daniell	1894	1963	actor	tt0032904,tt0051201,tt0032553,tt0037549
nm0630119	Willard Nico	1897	1967	editor,sound_department	tt0039631,tt0296342,tt0048573,tt0032553
nm0835365	Karl Struss	1886	1981	cinematographer,camera_department,director	tt0022835,tt0018455,tt0032553,tt0033331
nm0306786	Reginald Gardiner	1903	1980	actor,soundtrack	tt0028757,tt0032553,tt0033874,tt0037595
nm0642988	Jack Oakie	1903	1978	actor,soundtrack	tt0023225,tt0032553,tt0023302,tt0029845
nm0354916	Grace Hayle	1888	1963	actress	tt0031280,tt0025797,tt0029685,tt0032553
nm0250813	Nikolaj Egelund	1968	\N	composer,music_department,actor	tt2106476,tt0117771,tt0125828,tt0476461
nm0442337	Morten Kaufmann	1963	\N	producer,production_manager,assistant_director	tt1322385,tt0154420,tt0285280,tt2106476
nm1011849	Sisse Graum Jørgensen	1972	\N	producer	tt11655202,tt2720680,tt10288566,tt2106476
nm2105585	Tobias Lindholm	1977	\N	writer,director,producer	tt3830162,tt2216240,tt10288566,tt2106476
nm0899121	Thomas Vinterberg	1969	\N	director,writer,actor	tt1322385,tt0154420,tt2106476,tt10288566
nm5039026	Lasse Fogelstrøm	1996	\N	actor	tt2106476,tt5062938,tt14722406,tt6044544
nm5038871	Annika Wedderkopp	2004	\N	actress	tt2106476,tt6041362
nm0488917	Thomas Bo Larsen	1963	\N	actor,stunts	tt10288566,tt2106476,tt0154420,tt3638488
nm0586568	Mads Mikkelsen	1965	\N	actor,miscellaneous,writer	tt2106476,tt2243973,tt10288566,tt1211837
nm1401820	Charlotte Bruus Christensen	1978	\N	cinematographer,director,camera_department	tt2671706,tt3631112,tt6644200,tt8001136
nm1578335	Michael Arndt	1965	\N	writer,miscellaneous,producer	tt0449059,tt2488496,tt1951264,tt0435761
nm0000885	Ned Beatty	1937	2021	actor,soundtrack	tt0068473,tt0078346,tt0074958,tt0822854
nm0000349	Joan Cusack	1962	\N	actress,soundtrack,writer	tt1659337,tt0119360,tt0119229,tt0096463
nm0000741	Tim Allen	1953	\N	actor,producer,miscellaneous	tt0111070,tt0101120,tt0114709,tt0177789
nm0005271	Randy Newman	1943	\N	soundtrack,music_department,composer	tt0312172,tt0114709,tt0317219,tt0780521
nm0491259	Mélanie Laurent	1983	\N	actress,director,writer	tt0361748,tt1532503,tt6341832,tt1670345
nm0744834	Eli Roth	1972	\N	producer,actor,writer	tt0450278,tt0462322,tt0361748,tt0303816
nm1208167	Diane Kruger	1976	\N	actress,producer,camera_department	tt0361748,tt5723272,tt0368891,tt1401152
nm0326512	Steve Golin	1955	2019	producer,actor	tt0338013,tt1663202,tt1895587,tt0120601
nm0106835	Anthony Bregman	\N	\N	producer,production_manager,actor	tt7939766,tt1321510,tt0338013,tt1100089
nm1410028	Pierre Bismuth	1953	\N	actor,writer,director	tt6539470,tt2644044,tt0393371,tt0338013
nm0442109	Charlie Kaufman	1958	\N	writer,producer,miscellaneous	tt2401878,tt0338013,tt7939766,tt0383028
nm0327273	Michel Gondry	1963	\N	director,writer,producer	tt0354899,tt0338013,tt1618445,tt0799934
nm0004423	Gerry Robert Byrne	\N	\N	production_manager,actor,producer	tt0217505,tt6866266,tt1327773,tt0388795
nm0929489	Tom Wilkinson	1948	\N	actor,soundtrack	tt0465538,tt2278388,tt0247425,tt0119164
nm0000701	Kate Winslet	1975	\N	actress,soundtrack	tt0959337,tt0120338,tt0338013,tt0114388
nm0000120	Jim Carrey	1962	\N	actor,writer,producer	tt0315327,tt0338013,tt0110475,tt0109040
nm0109726	Jon Brion	1963	\N	composer,soundtrack,music_department	tt0838283,tt1758830,tt0338013,tt1386588
nm0543739	Clint Mansell	1963	\N	composer,soundtrack,music_department	tt1182345,tt0414993,tt8122018,tt0947798
nm0922279	Palmer West	\N	\N	producer,executive	tt0180093,tt0405296,tt0243017,tt0458367
nm0914615	Eric Watson	\N	\N	producer,director,writer	tt0138704,tt0180093,tt0414993,tt0276816
nm0782968	Hubert Selby Jr.	1928	2004	actor,writer	tt0120081,tt0289944,tt0089384,tt0180093
nm0004716	Darren Aronofsky	1969	\N	producer,director,writer	tt0180093,tt5109784,tt0138704,tt0414993
nm0005541	Marlon Wayans	1972	\N	actor,writer,producer	tt0430304,tt1046173,tt0381707,tt0116126
nm0001467	Jared Leto	1971	\N	actor,producer,director	tt1386697,tt0790636,tt11214590,tt0180093
nm0000995	Ellen Burstyn	1932	\N	actress,producer,soundtrack	tt0067328,tt0071115,tt0070047,tt0180093
nm0508732	Matthew Libatique	1968	\N	cinematographer,camera_department,actor	tt1517451,tt0180093,tt0138704,tt0947798
nm0768817	Pietro Scalia	1960	\N	editor,editorial_department,music_department	tt0102138,tt3659388,tt0265086,tt0172495
nm0260389	Jean-Yves Escoffier	1950	2003	cinematographer,camera_department	tt0265459,tt0101318,tt0119217,tt0179626
nm0000384	Danny Elfman	1953	\N	music_department,soundtrack,composer	tt0107688,tt0121164,tt0119654,tt0367594
nm0001814	Gus Van Sant	1952	\N	director,producer,writer	tt0842929,tt0097240,tt0363589,tt0102494
nm0001745	Stellan Skarsgård	1951	\N	actor,producer,soundtrack	tt1937390,tt0118607,tt2382009,tt0119217
nm0000255	Ben Affleck	1972	\N	producer,actor,writer	tt0840361,tt0119217,tt2267998,tt1024648
nm0000245	Robin Williams	1951	2014	actor,soundtrack,writer	tt0093105,tt0265459,tt0119217,tt0107614
nm0829681	Missy Stewart	\N	\N	production_designer,art_department,actress	tt0119217,tt0852713,tt1103153,tt1904996
nm0923736	Joss Whedon	1964	\N	writer,producer,director	tt1259521,tt0162065,tt0118276,tt0848228
nm0710020	Joe Ranft	1960	2005	art_department,writer,actor	tt0092695,tt0114709,tt0120363,tt0317219
nm0001815	Jim Varney	1949	2000	actor,writer,soundtrack	tt0092974,tt0114709,tt0120363,tt0230011
nm0725543	Don Rickles	1926	2017	actor,soundtrack	tt0114709,tt0120363,tt0065938,tt0112641
nm0169505	Joel Cohen	\N	\N	writer,actor,producer	tt0119695,tt0356634,tt0349205,tt0114709
nm0001606	Chris Penn	1965	2006	actor,producer,director	tt0105236,tt0108399,tt0108122,tt0087277
nm0000514	Michael Madsen	1957	\N	actor,producer,writer	tt3460252,tt0105236,tt0114508,tt0266697
nm0000619	Tim Roth	1961	\N	actor,producer,soundtrack	tt0110912,tt0114287,tt3460252,tt0133152
nm0000172	Harvey Keitel	1939	\N	actor,producer,soundtrack	tt0105236,tt2278388,tt0103759,tt0110912
nm0575804	Enrico Medioli	1925	2017	writer,miscellaneous	tt0064118,tt0054248,tt0087843,tt0057091
nm0207401	Piero De Bernardi	1926	2010	writer,script_department,soundtrack	tt0072637,tt0067565,tt0090055,tt0087843
nm0073053	Leonardo Benvenuti	1923	2000	writer,assistant_director,script_department	tt0072637,tt0067565,tt0087843,tt0090055
nm0340580	Harry Grey	1901	1980	writer	tt0087843,tt0055317
nm0001852	Treat Williams	1951	\N	actor,soundtrack,director	tt0118956,tt0079261,tt0114660,tt0117331
nm0001527	Elizabeth McGovern	1961	\N	actress,writer,producer	tt0081283,tt6398184,tt0087843,tt1606375
nm0000249	James Woods	1947	\N	actor,producer,soundtrack	tt0119282,tt0086541,tt0120877,tt0159097
nm0033490	Franco Arcalli	1929	1978	editor,writer,editorial_department	tt0065571,tt0070849,tt0074084,tt0087843
nm0443599	Howard G. Kazanjian	1942	\N	producer,assistant_director,miscellaneous	tt0100514,tt0082971,tt0106697,tt0086190
nm0549658	Richard Marquand	1937	1987	director,producer,writer	tt1043199,tt0107711,tt0089360,tt0086190
nm0033658	Ernest Archer	1910	1990	art_director,art_department,production_designer	tt0058777,tt0078346,tt0062622,tt0079574
nm0522487	Ray Lovejoy	1939	2001	editor,editorial_department,director	tt0090605,tt0085811,tt0062622,tt0120738
nm0005910	Geoffrey Unsworth	1914	1978	cinematographer,camera_department,actor	tt0078346,tt0080009,tt0062622,tt0068327
nm0002009	Arthur C. Clarke	1917	2008	writer,actor,art_department	tt0043238,tt0062622,tt0086837,tt0134933
nm0725220	Daniel Richter	1939	\N	actor,production_manager,miscellaneous	tt0270951,tt0066296,tt0062622,tt0181108
nm0843213	William Sylvester	1922	1995	actor	tt0062622,tt0073994,tt0054938,tt0075142
nm0516972	Gary Lockwood	1937	\N	actor,soundtrack	tt0115151,tt0060028,tt0062622,tt0064679
nm0001158	Keir Dullea	1936	\N	actor,soundtrack	tt0055892,tt0086837,tt0071222,tt0062622
nm0486127	Harry Lange	1930	2008	production_designer,art_department,art_director	tt0062622,tt0079574,tt0086190,tt0080684
nm0003574	Maurice Jarre	1924	2009	composer,music_department,soundtrack	tt0056172,tt0090329,tt0059113,tt0099653
nm0818545	Sam Spiegel	1901	1985	producer,miscellaneous,soundtrack	tt0038991,tt0050212,tt0056172,tt0047296
nm0004122	Robert Bolt	1924	1995	writer,director,actor	tt0059113,tt0060665,tt0091530,tt0056172
nm0000180	David Lean	1908	1991	editor,director,writer	tt0037558,tt0050212,tt0056172,tt0059113
nm0370144	Jack Hawkins	1910	1973	actor,producer	tt0050212,tt0058777,tt0056172,tt0052997
nm0000063	Anthony Quinn	1915	2001	actor,producer,soundtrack	tt0056172,tt0064952,tt0057831,tt0049456
nm0000564	Peter O'Toole	1932	2013	actor,soundtrack,producer	tt0063227,tt0056172,tt0081568,tt0332452
nm0002875	Freddie Young	1902	1998	cinematographer,camera_department,director	tt0066319,tt0062512,tt0056172,tt0059113
nm0499626	Ernest Lehman	1915	2005	writer,producer,soundtrack	tt0055614,tt0049408,tt0047437,tt0053125
nm0484829	Jessie Royce Landis	1896	1972	actress	tt0053125,tt0048728,tt0065377,tt0049815
nm0000051	James Mason	1909	1984	actor,producer,writer	tt0053125,tt0045943,tt0047522,tt0056193
nm0001693	Eva Marie Saint	1924	\N	actress,producer,soundtrack	tt1837709,tt0348150,tt0053125,tt0047296
nm0000026	Cary Grant	1904	1986	actor,soundtrack,producer	tt0053125,tt0056923,tt0034248,tt0053143
